created,source,type,class,spec,fightStyle,fightLength,enemyCount,dps,simcHash,itemLevel,talents,soulbind,id
2021-04-07,optimize,optimize,hunter,survival,Patchwerk,300,1,5879,30211fb433,226,3111212,"niya:1,322721/224:6/342270/320668/320659",62f3a85b41980fc3ff795a9acb9281efdac989f6c88bb88c6773576a7a4b3fd0
2021-03-31,optimize,optimize,hunter,survival,Patchwerk,300,1,5883,028904a538,226,3111212,"niya:1,322721/224:6/342270/178:6/320668/157:6/173:6/320659",39c57418e86777607dee242677fb3545b5256c793938e673b1ff30192895fe27
2021-04-07,optimize,optimize,hunter,survival,Patchwerk,300,1,5875,30211fb433,226,3111212,"niya:1,322721/224:6/342270/178:7/320668/157:7/173:6/320659",1b00f2ff72d0948144998bd5164e3a66028febf6e87f17da839e9587a48a6dab
2021-03-25,optimize,optimize,hunter,survival,Patchwerk,300,1,5874,fd537dc06a,224,3121222,"niya:1,322721/224:7/342270/178:7/320687/157:7/170:7/320659",7ca7194c3b605d239a6ef0c4ea93e8654a9afc00f786ccb7b36b5d629c0bf474
2021-04-21,armory,quick,rogue,assassination,Patchwerk,300,1,7285,e953155fc3,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/232:7/235:7/331584",f6b9471589a934089f36c3235b02eedf3c3cf4d0afa67a1b2554283d3e7600d8
2021-04-20,armory,quick,rogue,assassination,Patchwerk,300,1,7288,e953155fc3,227,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/235:7/331579/232:7/233:7/331584",ea08f2a65d5f63249248d4d3ed42a9ead73acf497f903970a3f80c18c5054bb3
2021-04-20,optimize,optimize,rogue,assassination,Patchwerk,300,1,7289,035741cd9a,227,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/234:7/331584",1e6e5a5490247a2e05c9aeb556e79474471629575d361c07bcdc09fd553005b5
2021-03-29,input,quick,hunter,survival,Patchwerk,300,1,5878,3e294ad1b9,224,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",183b366434aab745307f2eae81bf95303b309fbae7c1410dfe948e76613be4ce
2021-04-12,input,quick,rogue,assassination,Patchwerk,300,1,7289,4f8dc8a233,227,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/234:7/331584",a546d0953df371f9a7587dc92442345ba9e20662e7938f8b0e76a606a8f8f164
2021-03-25,optimize,optimize,hunter,survival,Patchwerk,300,1,5884,e6856b149d,226,3111212,"niya:1,322721/224:6/342270/320668/173:5/157:6/320659",cbf6ff00a445a5c2257db32f5c829623ca73a4f0693fe01a7c704afd46492446
2021-04-17,armory,quick,rogue,assassination,Patchwerk,300,1,7290,035741cd9a,227,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/235:7/331579/232:7/233:7/331584",179decc6500cb7ed8b206249674fe5af2cfae0d47b2f4006a60eabafe28f3a43
2021-04-07,optimize,optimize,rogue,assassination,Patchwerk,300,1,7285,30211fb433,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",4247b8e4eed2a8ec3493de887fbf1f486aa5904316db923cef4d313ac1da83fa
2021-03-29,optimize,optimize,hunter,survival,Patchwerk,300,1,5880,3e294ad1b9,224,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",bc1fd7da4100a25db152349a8df46d57ea9778835d0ba5a42c43f29aada26127
2021-04-17,input,quick,rogue,assassination,Patchwerk,300,1,7291,9a3222cc2f,227,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/235:7/331579/232:7/233:7/331584",2ad2a8afbd085dfabdf8b8079138130344cabb538aab71b0c2153292083c843a
2021-03-29,optimize,optimize,hunter,survival,Patchwerk,300,1,5878,3e294ad1b9,224,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",d488e3c956ef35c260b41a1f509d4a0b293c45e86784ec31e63456450517465c
2021-04-08,input,quick,rogue,assassination,Patchwerk,300,1,7291,e35a42ae2d,228,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/235:7/331584",d304bd5a7e14ef7f3679f31f3ab08e7cf8bb8cb5dfb9531cbd9552b149c20e85
2021-04-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5887,25733a9b1a,224,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",0d73a3a9001b2b7c1d158ec8e211dbfe956346397e96e2798a0cf4a5b58f7a8a
2021-03-29,optimize,optimize,hunter,survival,Patchwerk,300,1,5875,3e294ad1b9,224,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",e6fe057734c702e0146c3572eef8a8453b45d830e12a7cb0ed767cdc6a50db93
2021-03-31,optimize,optimize,hunter,survival,Patchwerk,300,1,5888,06a3c62c7f,224,1112221,"niya:1,322721/224:6/342270/178:6/320687/157:7/166:6/320659",bd46d798a66c7c069a7aac5fd1d86c96dd353a04829f3e96859309f5db4126b4
2021-03-30,optimize,optimize,hunter,survival,Patchwerk,300,1,5888,06a3c62c7f,227,3121212,"niya:1,322721/224:7/342270/178:7/320668/157:7/170:6/320659",cce66aa33283422432f3307dfa5e7af5d40a5d68bd1da96e5eb6669974f6477a
2021-03-31,optimize,optimize,rogue,assassination,Patchwerk,300,1,7292,06a3c62c7f,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/331579/230:7/331584",7f02d2220aa9950c5187107c2f41635f926115cbf99a7affc649ab8f93a3e638
2021-03-24,optimize,optimize,hunter,survival,Patchwerk,300,1,5891,dcccdb1727,225,3121322,"niya:1,322721/224:5/342270/178:7/320668/157:6/170:6/320659",66dd3334fdb9797aeac6e042545da74bad55003c764033ce3ecd6c90e71d2467
2021-04-15,optimize,optimize,rogue,assassination,Patchwerk,300,1,7296,035741cd9a,227,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/234:7/331584",3236d8ceeb1b2129a81e4e42d5a77b9e2144d85eda80104c1f2b65fff962a071
2021-03-25,input,quick,rogue,assassination,Patchwerk,300,1,7294,e6856b149d,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",9c29d002ae31059eaa4294dbf939413eb036782b352b8650926c41b3cdd2e812
2021-04-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5895,25733a9b1a,225,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",8f39a1a80818af27d1d9270d6352ba55c2f04c478fa555b7c2cf353be3f537f1
2021-04-19,armory,quick,rogue,assassination,Patchwerk,300,1,7293,035741cd9a,227,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/235:7/331579/232:7/233:7/331584",81f501feb18a3a55a9d74385710d119c10f939f770f478b4285f761bbd668b62
2021-04-22,input,quick,hunter,survival,Patchwerk,300,1,5896,b0bc2ffcff,228,3131212,"niya:1,322721/224:7/342270/178:7/320668/157:7/173:5/320659",b3d4fdeed2a83ba4a1a1129876394f46877046a1176e6bd51524248cde9436f8
2021-04-10,input,quick,hunter,survival,Patchwerk,300,1,5884,25733a9b1a,224,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",e577f24bb4ea28a0d58f341b0f5bc9d44ac2b53dba419a0198a75a616641f465
2021-04-07,optimize,optimize,hunter,survival,Patchwerk,300,1,5898,4f8dc8a233,224,1112221,"niya:1,322721/224:6/342270/178:6/320687/157:7/166:6/320659",c4d82b4c6e40e226f13008545d596499058572cd4cacaf72a2d8cb2473c304cf
2021-04-08,input,quick,rogue,assassination,Patchwerk,300,1,7292,e35a42ae2d,228,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/235:7/331584",ffc6b144e2f916856c38863496ec3f1a4cbbf263d516fcfd4c617e3c0fbc77fe
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5903,4e555e1bc2,223,1112221,"niya:1,322721/226:6/342270/178:6/320687/157:6/173:6/320659",5fddf5b45517a3ee3904d67c7960e2eb0fa9f7985507cd7104eca221dbad1832
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5905,4e555e1bc2,223,1112221,"niya:1,322721/226:6/342270/178:6/320687/173:6/157:6/320659",a2c0f478227f29782aa0fa7401a2bf4665942c0f64716f31e651b32310e3e26f
2021-04-14,optimize,optimize,rogue,assassination,Patchwerk,300,1,7296,035741cd9a,228,2312321,"nadjia_the_mistblade:8,331586/229:7/331576/233:6/331579/230:7/234:7/331584",46cd2aa230210f206ffa70c99468044542f3970d4c286147dd9729928a30588b
2021-03-23,input,quick,hunter,survival,Patchwerk,300,1,5904,dcccdb1727,223,1112221,"niya:1,322721/226:6/342270/178:6/320687/157:6/166:6/320659",83d82cdac474bbbfee664fec950efd7fc1298ad80a4ef4678eab16116ec71714
2021-04-15,optimize,optimize,hunter,survival,Patchwerk,300,1,5906,035741cd9a,225,1112221,"niya:1,322721/226:6/342270/178:6/320687/170:7/166:6/320659",b312ff82aceee41ecd1fafac9a6fe511bacf61ee547c6ad92fb5f2f2876d2800
2021-03-16,optimize,optimize,rogue,assassination,Patchwerk,300,1,7300,4e555e1bc2,233,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/331579/331584",6507b10a00189be7865641d60a96c38cd07982fe594a9fdc68ff82288b2c4736
2021-03-31,optimize,optimize,rogue,assassination,Patchwerk,300,1,7297,06a3c62c7f,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/234:7/331584",3cf4d46e10d85ea165e1401a930ff146b309e65f75158ee109b10646a2731654
2021-03-24,optimize,optimize,hunter,survival,Patchwerk,300,1,5910,dcccdb1727,223,1112221,"niya:1,322721/226:6/342270/178:6/320687/157:6/166:6/320659",c635022aaaeb9bfcc6ccd234c05542028c02566a519a25572a23d13169f025da
2021-04-18,armory,quick,rogue,assassination,Patchwerk,300,1,7299,035741cd9a,227,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/235:7/331579/232:7/233:7/331584",b68d132a2ad496bff975af2536de305b620b2c3db3c721f30d36b1a856a377a1
2021-04-19,input,quick,rogue,assassination,Patchwerk,300,1,7300,035741cd9a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",872778c88f5a183872ac0ef9c8f3858ba1046843daf05a5cfd45c4b87348cad0
2021-03-24,input,quick,hunter,survival,Patchwerk,300,1,5913,dcccdb1727,223,1112221,"niya:1,322721/226:6/342270/178:6/320687/157:6/166:6/320659",d744cf966347261b27aa8efc45b38c60b25083247a3fad0ff8e6149d6df502e1
2021-04-07,optimize,optimize,hunter,survival,Patchwerk,300,1,5921,4f8dc8a233,225,1112221,"niya:1,322721/224:6/342270/178:6/320687/157:7/166:6/320659",2ff508ec2c480c3b0b25bc8bf26ebf423b268f4e99ff65d6780aaaf605fdf255
2021-04-07,input,quick,rogue,assassination,Patchwerk,300,1,7297,30211fb433,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",b08175792eee28bde50e50fadd86c5b385c701d3e5cd5cc29e8e79c76bfeade9
2021-04-22,optimize,optimize,hunter,survival,Patchwerk,300,1,5907,b0bc2ffcff,228,3131212,"niya:1,322721/224:7/342270/178:7/320668/157:7/173:5/320659",c40bbce125e2727108256d3e024dd8f098068b5097ebb72e95424b573b65f687
2021-04-19,optimize,optimize,rogue,assassination,Patchwerk,300,1,7302,035741cd9a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",3db98e7316d34d4f364bea9eb94cae1fe9db6c10bb1529ac21ab212a5a038579
2021-04-10,input,quick,hunter,survival,Patchwerk,300,1,5927,25733a9b1a,225,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",c02b935acfa336c0e9cf9f48cb8b5a1d0abd1e165e852dbc3db51e2b831009ce
2021-04-15,optimize,optimize,hunter,survival,Patchwerk,300,1,5913,035741cd9a,224,1122321,"niya:1,322721/226:5/342270/175:7/320687/166:6/170:7/320659",c3dfeaa39d9e9810fc9de991ad0170f6caa4d42442cd25a52d764cf039478bac
2021-03-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5909,435539d202,224,1122221,"niya:1,322721/226:5/342270/178:5/320668/157:5/170:5/320659",2ea93d5e2db2b9c6df2b84204f3a42f987a8a751be822372a56d16632390cc8c
2021-04-09,input,quick,hunter,survival,Patchwerk,300,1,5925,e35a42ae2d,225,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",10866c047de2fca48c7105ef52e819f528e9b8c5fce08e98b542204390c8d6c8
2021-04-09,input,quick,hunter,survival,Patchwerk,300,1,5926,e35a42ae2d,225,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",9eb58a77b2f41cb42be08e14ccc81a28af1f021a52e59c9b9472c1f4314bfee4
2021-04-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5930,25733a9b1a,225,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",49d76da37be71b77952f1ec264ca8b02cefe7e76afe5f78773bf971a4d26f215
2021-04-20,optimize,optimize,rogue,assassination,Patchwerk,300,1,7301,e953155fc3,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/234:7/331584",e492655c9aec2b07d927bf43be87b41b0b43a7f6c2c0d27c335bb2b010423901
2021-04-22,optimize,optimize,hunter,survival,Patchwerk,300,1,5932,b0bc2ffcff,228,3131212,"niya:1,322721/224:7/342270/178:7/320668/157:7/173:5/320659",167fd25591055e85748b48dd83904e0e4f0e76989d18a869e38e37cd14d10083
2021-04-09,optimize,optimize,hunter,survival,Patchwerk,300,1,5928,e35a42ae2d,225,1121221,"niya:1,322721/226:7/342270/178:7/320687/173:7/170:7/320659",72f9c793c3721564cf3767089bd8dac6fc8d5a578ea64a67c3d3a88347fc10d5
2021-04-09,optimize,optimize,hunter,survival,Patchwerk,300,1,5929,e35a42ae2d,225,3121222,"niya:1,322721/224:7/342270/178:7/320687/173:7/170:7/320659",2eb2b1da214268741b70f49c87cfe17443c9961c802fbe20bc92a40e6b02bd79
2021-03-26,optimize,optimize,hunter,survival,Patchwerk,300,1,5935,dcccdb1727,227,3121212,"niya:1,322721/224:6/342270/178:6/320668/320659",c096e92bea870282af00f3d3b685220629b39af6ccc19e7b47cccba1e52b2c70
2021-04-09,optimize,optimize,hunter,survival,Patchwerk,300,1,5930,e35a42ae2d,225,1121221,"niya:1,322721/226:7/342270/178:7/320687/173:7/170:7/320659",ee8b6b4f3f69491d7452d9ce3e38d12e315e84103ca6f222e4bad13c4fb988d7
2021-04-21,optimize,optimize,hunter,survival,Patchwerk,300,1,5937,e953155fc3,225,1112221,"niya:1,322721/224:7/342270/178:7/320687/157:7/170:7/320659",0a62bbc90b0b85a88697b1c77e832dc1e54d280d9a902833dbb530d693920d4e
2021-04-20,optimize,optimize,rogue,assassination,Patchwerk,300,1,7312,e953155fc3,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/234:7/331584",090052899da850ecf667f8d54fafbcd5e2af0c9dc21164e2e34d6068c8b4b610
2021-04-14,optimize,optimize,rogue,assassination,Patchwerk,300,1,7318,035741cd9a,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/331579/230:7/331584",cf5f5db8f7a68ecec2d5019deb938d817daa3cd663a1fbc495de19a8049c25c9
2021-04-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5944,25733a9b1a,225,1112221,"niya:1,322721/226:5/342270/178:7/320668/170:7/173:5/320659",56f1066efdc7cb986b452c877ec8901039f8fa6725b6f3b2fc460a9359c224bf
2021-02-24,optimize,optimize,hunter,survival,Patchwerk,300,1,5945,3e833d31f2,230,3121222,"niya:1,322721/224:7/342270/175:7/320687/170:7/173:7/320659",673ca7ab14472c71fc5c4f31f1630a21506c8652733075e58d082269e89deb4f
2021-04-22,optimize,optimize,hunter,survival,Patchwerk,300,1,5934,b0bc2ffcff,228,3131212,"niya:1,322721/224:7/342270/178:7/320668/157:7/173:5/320659",1d90877a405ad48fe8613e736842475eaa302f336bec44c3cf1410fd2e44abbb
2021-04-15,optimize,optimize,hunter,survival,Patchwerk,300,1,5942,035741cd9a,228,1122221,"niya:1,322721/226:7/342270/175:7/320668/157:7/170:7/320659",248e34b9a3c084f9026fcd7b2698c4c6c9a3843f3e8183022a197b7ac88892c2
2021-04-21,optimize,optimize,hunter,survival,Patchwerk,300,1,5959,e953155fc3,225,1112221,"niya:1,322721/224:7/342270/178:7/320687/157:7/170:7/320659",d639551b0661ad76be4987c4c433ec927f2116d273ddb335c30306cc2bd393ca
2021-03-10,optimize,optimize,hunter,survival,Patchwerk,300,1,5933,435539d202,224,1122221,"niya:1,322721/226:5/342270/178:5/320668/157:5/170:5/320659",f35828b08e0f50406bd2ea0904b47b295333d17c6ed66498200bc5af402dac57
2021-03-21,optimize,optimize,hunter,survival,Patchwerk,300,1,5969,321cf96cb6,225,1112221,"niya:1,322721/226:7/342270/178:7/320687/170:7/166:6/320659",eeaa7e5e4869cd7695dcc8b052fa1e6d41d3e28bf618ed0a242221d0dffe9d35
2021-03-16,optimize,optimize,hunter,survival,Patchwerk,300,1,5946,4e555e1bc2,224,1132121,"niya:1,322721/226:5/342270/178:5/320668/173:5/166:5/320659",71a22afff9c74c748165bfb612fbf185b5da3d37aa13df43b3a92dd29765d70a
2021-04-20,optimize,optimize,rogue,assassination,Patchwerk,300,1,7320,e953155fc3,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/331579/230:7/331584",449714a8050f14f0678ea3c8dbfdb562be4414f3822894232a3cd88179f7b876
2021-03-16,optimize,optimize,hunter,survival,Patchwerk,300,1,5957,4e555e1bc2,224,1132121,"niya:1,322721/226:5/342270/178:5/320668/173:5/166:5/320659",5394f228dcb6b6a87ab287b8939df64ce774fd43959d91f58882214432bec024
2021-04-21,optimize,optimize,hunter,survival,Patchwerk,300,1,5960,4d77f16e5e,225,1122221,"niya:1,322721/226:5/342270/175:7/320687/166:6/170:7/320659",01d0100a70a8801b5a0ca9885d39d136276a79e2f7432d92e25654efd7f13397
2021-04-11,optimize,optimize,rogue,assassination,Patchwerk,300,1,7320,46a6e476d6,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/233:6/331579/230:7/234:7/331584",1c9324674c7f93f62d6be8b96cb32aafb59ace8feaff5a2cf6bdc8651cc509ba
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5974,4e555e1bc2,224,1122221,"niya:1,322721/226:5/342270/178:5/320668/157:5/170:5/320659",78abd1e33dcb03204034dcbd4c2a15426ed84192a316060516276c69259c85c3
2021-03-19,optimize,optimize,hunter,survival,Patchwerk,300,1,5972,28548a170b,225,1112221,"niya:1,322721/226:5/342270/178:7/320687/170:7/166:6/320659",334f71b4aedbcc2c4735ddb02d682604ecd42b4b2245e38eda8f0fce38115e49
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5969,4e555e1bc2,225,1132221,"niya:1,322721/226:5/342270/175:5/320668/173:5/170:5/320659",dba31078d8ec6da306787b7a9ecfbc309cacf6f0d344f3ddbbdb901a6e2c5272
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5976,4e555e1bc2,224,1122221,"niya:1,322721/226:5/342270/178:5/320668/157:5/170:5/320659",0e9c9c84f1f0aad939e95530aa5a55945a25e837feee91db28b4171aa9560a79
2021-03-12,optimize,optimize,hunter,survival,Patchwerk,300,1,5974,435539d202,227,1122221,"niya:1,322721/226:7/342270/320659",288fa849d9d6dc20e4aed1c8ab09957620d8c7bd213430cbc571911a1190cf2d
2021-04-20,optimize,optimize,rogue,assassination,Patchwerk,300,1,7322,e953155fc3,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/331579/230:7/331584",c5a7a8aea3a4fb376411633fa041a38b1e873e72b319d61e54bc927cdffff126
2021-03-29,input,quick,hunter,survival,Patchwerk,300,1,5983,3e294ad1b9,225,1122221,"niya:1,322721/226:7/342270/178:7/320687/173:7/170:7/320659",45ae59ce3088774af3adda8b39f95b6c9c20e36f1d5b401fe564c101f95d894f
2021-04-07,input,quick,hunter,survival,Patchwerk,300,1,6010,30211fb433,226,1112221,"niya:1,322721/226:7/342270/178:7/320687/170:7/166:7/320659",6ff34b57897d4a64a0fa03ec639cda6cd213c4c1aba041b36903e585a6457e60
2021-04-23,optimize,optimize,rogue,assassination,Patchwerk,300,1,7279,b9aaaf719a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/331579/231:7/331584",995b815f614772b97290e3b909f85b670ec4119ed6336d62f2d0afaed36226fe
2021-03-31,optimize,optimize,hunter,survival,Patchwerk,300,1,6020,06a3c62c7f,225,1122221,"niya:1,322721/226:5/342270/178:7/320668/157:6/170:6/320659",6130b641a30f11851c6ee2b24f3061d54449bcd6aa19c5e052f5d67bf0bd410c
2021-04-08,input,quick,rogue,assassination,Patchwerk,300,1,7321,e35a42ae2d,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",177ef670b60f5ccf92e85b3e16300f355f90e2d97afad8158d67892b65b8292e
2021-03-31,optimize,optimize,hunter,survival,Patchwerk,300,1,6021,06a3c62c7f,225,1122321,"niya:1,322721/226:5/342270/178:7/320668/157:6/170:6/320659",53aa25bb3076ef651b6a93d9ffe5c57f842a6aed6cb26380df96f19b84969017
2021-03-29,optimize,optimize,hunter,survival,Patchwerk,300,1,5984,3e294ad1b9,225,1122221,"niya:1,322721/226:7/342270/178:7/320687/173:7/170:7/320659",2780f76296584fc23ba36708423349d193884262e02409c6ff48dd654de4bbea
2021-03-24,optimize,optimize,hunter,survival,Patchwerk,300,1,6012,dcccdb1727,225,1122221,"niya:1,322721/226:5/342270/175:6/320668/173:6/170:6/320659",027153ccdcf6823820cf00136df27d5b965123b836a5b9ffcc4467aae1c0d66f
2021-03-17,optimize,optimize,hunter,survival,Patchwerk,300,1,5995,4e555e1bc2,224,1122221,"niya:1,322721/226:7/342270/178:7/320668/157:7/170:7/320659",01912abf013a0abb856ffad470577db604c4a71f896e750b1018594026aca6b5
2021-03-16,optimize,optimize,rogue,assassination,Patchwerk,300,1,7325,4e555e1bc2,233,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/331579/331584",4c298600992153d742ac41b85c657ce2979b1e322aab0dc1ebc0597310100fff
2021-04-07,optimize,optimize,hunter,survival,Patchwerk,300,1,6031,30211fb433,226,1112221,"niya:1,322721/226:7/342270/178:7/320687/170:7/166:7/320659",8aa75d1d4b696652842ced3e80c0576a96c347251a4b71e2126835efe5f81d51
2021-04-08,input,quick,rogue,assassination,Patchwerk,300,1,7324,e35a42ae2d,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/235:7/331584",8cb8e462ca0166942b1e913daa759ca2890f2d7b8a5d939fa36d0d785a8a40b6
2021-03-14,optimize,optimize,rogue,assassination,Patchwerk,300,1,7328,435539d202,230,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/236:7/331579/231:7/234:7/331584",558930972db857ea744937e8d74d709ddc672704c2b4c1a9258678e6eb48b5c4
2021-04-24,optimize,optimize,rogue,assassination,Patchwerk,300,1,7310,b9aaaf719a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/331579/231:7/331584",1dc42794c2afd316ee688542a9675167f6ace61f3cf3dd42899c039629a14622
2021-04-06,optimize,optimize,rogue,assassination,Patchwerk,300,1,7330,4f8dc8a233,228,3322321,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/230:7/234:7/331584",c2774bdddc392c4a4d14be499a1963cc6405be521dcf5a296633cd904eaedf14
2021-04-23,optimize,optimize,rogue,assassination,Patchwerk,300,1,7312,b9aaaf719a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/331579/231:7/331584",568456e51a8300f764831d42d388c4668f025f327742ca2e8bd633994065671b
2021-03-16,optimize,optimize,rogue,assassination,Patchwerk,300,1,7329,435539d202,229,3322121,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",240e06d221163ad6cbcb960ae095097088b9e9a3d89949395d9dec270dc89734
2021-04-24,optimize,optimize,rogue,assassination,Patchwerk,300,1,7311,b9aaaf719a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/331579/231:7/331584",77ff9c1fe785dc0133ab8b4fad28c47ee6e8d2e55ecc2b2e2a37738aa5bd110c
2021-04-23,optimize,optimize,rogue,assassination,Patchwerk,300,1,7299,e953155fc3,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",ba4b7a92ea69bf8a5e896ef017ccb22299176eedfd8be0c9d9ec7100a95dbdeb
2021-04-23,input,quick,rogue,assassination,Patchwerk,300,1,7312,b9aaaf719a,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/331579/231:7/331584",8f6a97a586ba37d7c9ca4b5435cc8730d0d6f1cf05bfa6080cd48b9b60b7ba2c
2021-04-23,optimize,optimize,rogue,assassination,Patchwerk,300,1,7300,e953155fc3,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",37b4d261af8f3cf1f424248545ca9e7cfdd4446d183491649b28959aafbb6d2f
2021-04-23,optimize,optimize,rogue,assassination,Patchwerk,300,1,7299,e953155fc3,229,3322221,"nadjia_the_mistblade:8,331586/229:7/331576/233:7/331579/231:7/235:7/331584",b627a44cba125e261e0eeb69d3c8d89a82b86152a34fb9582a5d88be6ff22fd1
2021-01-13,input,quick,hunter,beast mastery,Patchwerk,300,1,6670,919827f61a,254,2122211,"niya:1,322721/140:5/342270/178:6/320668/170:6",7959273c4e6e7f8680501ffcb6ea3e7ee41a285c466dc07089a9ed1287feb0b7
2021-01-13,input,quick,hunter,beast mastery,Patchwerk,300,1,81463,919827f61a,438,2122211,"niya:1,322721/140:5/342270/178:6/320668/170:6",f4f98b514b1ae67e6179cb7d0c94fc74399486f8eedcbd91d7d3b49b0a380c76
2021-01-13,input,quick,hunter,beast mastery,Patchwerk,300,1,74461,919827f61a,426,2122211,"niya:1,322721/140:5/342270/178:6/320668/170:6",760217d18c3198349523f16a298be29633407bb470d8d40b3112cade2cc55cd4
2021-02-07,optimize,optimize,hunter,beast mastery,Patchwerk,300,1,6481,6c77a12184,230,2122213,"niya:1,322721/140:7/342270/175:7/320687/157:7/170:7/320659",12f01eeacb662754a3d71a5ca5de2436aa9c3be9778f7b2ea2f26305e3f18901
2021-04-21,optimize,optimize,hunter,beast mastery,Patchwerk,300,1,6353,4d77f16e5e,228,2122212,"niya:1,322721/140:7/342270/175:7/320687/173:6/170:6/320659",40bff403bbb318fca83e900848d93174081484c74557348e14f37d7619e99859
2021-03-21,optimize,optimize,hunter,beast mastery,Patchwerk,300,1,6354,321cf96cb6,228,2122212,"niya:1,322721/253:7/342270/178:7/320687/157:7/170:7/320659",bbc77eccc1b53702e97705c532958543f23f609d3a6f2e09fa36d79027f3d8c3
2021-03-31,optimize,optimize,hunter,beast mastery,Patchwerk,300,1,6354,06a3c62c7f,228,2132313,"niya:1,322721/140:6/342270/175:7/320687/173:5/170:7/320659",c3b4efc8a21efaee85aad3d9a36070923b7add609ad79cbf9a623afeb4ae7e64
2021-04-06,optimize,optimize,hunter,beast mastery,Patchwerk,300,1,6355,4f8dc8a233,229,2122212,"niya:1,322721/140:7/342270/175:7/320668/170:7/157:7/320659",713adee2070cf5287008db46718dc913e80b8a61d23f7ed33702031fe49a57a4
